OFFICIAL_NAME,COUNTY_NAME,OFFICIAL_SIZE_VALUE,OFFICIAL_MAX_DEPTH_VALUE,PLSS,WBIC
Mainline Lake,Forest,11.27,10,T40N R14E S28 SE SE,684600
Mallalieu Lake,Saint Croix,289.08,17,T29N R20W S24 NW SW,2607100
Mallard Lake,Burnett,103.48,35,T39N R15W S2 NE NE,2480800
Malone Lake,Shawano,14.06,31,T28N R14E S25 NE SE,327600
Mamie Lake,Vilas,336.79,15,T44N R41W S23 NE SW,2964100
Manawa Millpond,Waupaca,180.45,12,T23N R13E S15 SW NW,280400
Manitowish Lake,Vilas,495.82,61,T42N R5E S14 SE SE,2329400
Mann Lake,Vilas,252.71,18,T41N R7E S30 SW SE,2332000
Manomin Lake,Waupaca,6,30,T21N R11E S5 NE NW,262800
Manson Lake,Oneida,236,54,T36N R7E S32 NE SW,1517200
Maple Lake,Oneida,131.33,15,T38N R11E S6 NE SW,1609900
Marengo Lake,Bayfield,95.16,26,T45N R5W S34 NE NW,2921100
Margaret Lake,Oneida,85.61,14,T37N R11E S3 SW NW,1615900
Marinuka Lake,Trempealeau,116.55,9,T19N R8W S33 NW NE,1678200
Marion Millpond,Waupaca,115.71,12,T25N R13E S2 NE SW,294500
Marl Lake,Waupaca,13.98,59,T21N R11E S5 NE SW,264100
Marl Lake,Waushara,27.61,35,T19N R9E S23 NE NE,105800
Mars Lake,Oneida,40.32,24,T36N R11E S30 NW NE,1577100
Marsh-Miller Lake (Mill Pond),Chippewa,440.56,14,T31N R8W S29 SW NW,2171200
Marshall Lake,Forest,6.59,10,T37N R13E S17 SW NW,577600
Martha Lake,Trempealeau,15.91,8,T24N R7W S10 NW SW,1827300
Martha Lake,Iron,145.64,55,T43N R4E S30 SE NE,2314300
Mary Jane Lake,Chippewa,27.75,18,T31N R8W S21 NE NE,2171400
Mary Jane Lake,Chippewa,5.65,20,T31N R8W S16 SE SE,2171500
Mary Lake,Vilas,3.09,67,T44N R5E S32 NW SE,1865000
Mary Lake,Oconto,153.72,20,T32N R14E S1 NW NE,496300
Mary Lake,Langlade,153.72,20,T32N R14E S1 NW NE,496300
Mason Lake,Sawyer,197.17,39,T38N R3W S2 NE NW,2277200
Mason Lake,Marquette,881.61,9,T14N R8E S31 NE NW,175700
Mason Lake,Adams,881.61,9,T14N R8E S31 NE NW,175700
Matthews Lake,Washburn,266.87,26,T41N R13W S23 SW NW,2710800
Maunesha Flowage,Dane,79.21,6,T8N R13E S7 NW NW,838300
Maunesha Flowage,Jefferson,79.21,6,T8N R13E S7 NW NW,838300
Mauthe Lake,Fond du Lac,70.19,23,T13N R19E S14 NE NE,38200
Mayflower Lake,Marathon,98.56,16,T28N R10E S14 NE SE,310500
McAllister Lake,Waupaca,12.69,28,T21N R11E S13 SE SW,192300
McArthur Lake,Price,37.72,10,T40N R3E S27 SE SE,2268200
McCall Lake,Marquette,4.94,9,T14N R8E S30 NW NW,175900
McCall Lake,Adams,4.94,9,T14N R8E S30 NW NW,175900
McCann Lake,Rusk,126.14,38,T33N R8W S30 SE SE,2350400
McCarry Lake,Bayfield,31.62,21,T47N R8W S33 NE NE,2903400
McCarthy Lake,Ashland,38.65,5,T43N R4W S12 NE SE,2934000
McClaine Lake,Sawyer,6.27,22,T42N R6W S6 NW NE,2481300
McClaine Lake,Bayfield,6.27,22,T42N R6W S6 NW NE,2481300
McCloud Lake,Bayfield,65.04,11,T22N R5W S31 SW NW,1865300
McComb Lake,Oconto,21.88,25,T31N R16E S28 SE NE,424200
McCormick Lake,Oneida,112.79,8,T38N R6E S32 NW SE,1526600
McCrossen Lake,Waupaca,31.33,75,T22N R11E S34 SW NW,265100
McDermott Lake,Iron,81.87,19,T41N R3E S30 SE SW,2296500
McDill Pond,Portage,247.48,19,T23N R8E S9 NE SW,1403200
McDill Pond,Portage,247.48,19,T23N R8E S9 NE SW,1403200
McDonald Lake,Chippewa,19.97,48,T32N R9W S3 SE NW,1865600
McGee Lake,Rusk,106.89,10,T35N R4W S9 SW SE,2224400
McGee Lake,Langlade,20.41,38,T31N R13E S28 NW SE,353200
McGinnis Lake,Adams,27.35,28,T16N R7E S27 NE SW,179100
McGovern Park Pond,Milwaukee,4.34,4.5,T8N R21E S35 NE NE,10300
McGrath Lake,Oneida,51.08,24,T38N R7E S8 SW SE,1003900
McGraw Lake,Douglas,140.21,25,T42N R14W S6 SW SW,2688800
McGraw Lake,Burnett,140.21,25,T42N R14W S6 SW SW,2688800
McKenzie Lake,Burnett,1128.95,71,T40N R14W S24 SE SE,2706800
McKenzie Lake,Polk,51.63,25,T36N R16W S12 SW SW,2667300
McKenzie Lake,Washburn,1128.95,71,T40N R14W S24 SE SE,2706800
McKinley Lake,Washburn,102.63,23,T40N R13W S25 SW SE,2710100
McKinley Lake,Forest,48.18,20,T40N R12E S22 SE NW,692700
McLain Lake,Washburn,142.82,30,T41N R13W S11 SE NE,2481600
McLaren Lake,Sawyer,67.46,12,T42N R4W S6 SW SW,1865200
McLaren Lake,Ashland,67.46,12,T42N R4W S6 SW SW,1865200
McLean Lake,Waupaca,12.68,31,T21N R11E S24 SE NE,192400
McNaughton Lake,Oneida,120.57,9,T38N R7E S26 SW NE,1587600
Mead Lake,Clark,310.26,16,T27N R3W S29 SW SE,2143900
Meadow Lake,Sawyer,32.23,5,T42N R5W S28 NE SW,2424800
Meadows Lake,Chippewa,11.67,28,T32N R7W S29 NE SW,2345500
Mecan Springs,Waushara,40.46,20,T18N R9E S8 NW SW,158600
Meder Lake,Ashland,135.34,10,T44N R2W S20 SE NW,2935300
Medicine Lake,Oneida,395.86,45,T39N R11E S33 NE SW,1611700
Meed Lake,Waupaca,9.83,38,T23N R11E S34 NW NE,275600
Mercer Lake,Iron,180.9,24,T43N R3E S35 SE SW,2313600
Mercer Lake,Oneida,254.7,23,T39N R5E S13 SE NE,1538900
Metcalf Lake,Chippewa,8.26,13,T32N R8W S34 SE SE,1865900
Metcalf Lake,Marquette,25.5,31,T15N R9E S25 NE NE,168400
Metonga Lake,Forest,2038.5,79,T35N R13E S18 NE NE,394400
Metzger Lake,Douglas,12.7,27,T44N R11W S1 SW SE,2482000
Meyer Lake,Langlade,19.77,18,T30N R12E S29 SW NE,192500
Meyers Lake,Portage,19.38,13,T23N R10E S9 SE SW,268400
Mid Lake,Oneida,221.06,12,T39N R7E S18 SW SW,1542600
Middle Eau Claire Lake,Bayfield,879.72,66,T44N R9W S19 NW NE,2742100
Middle Genesee Lake,Waukesha,98.03,40,T7N R17E S22 SW NW,778300
Middle Kimball Lake,Washburn,95.82,77,T42N R13W S14 NE NE,2691900
Middle Lake,Florence,91.44,75,T40N R19E S33 SW NE,702600
Middle Lake,Walworth,197.39,57,T4N R16E S36 NW NW,755700
Middle McKenzie Lake,Washburn,527.05,45,T40N R13W S18 SW NW,2706500
Middle McKenzie Lake,Burnett,527.05,45,T40N R13W S18 SW NW,2706500
Middle Sugarbush Lake,Vilas,254.25,57,T41N R5E S17 SW SW,2317700
Midge Lake,Vilas,7.96,32,T41N R6E S25 SW NE,1866200
Midget Lake,Oconto,7.54,20,T31N R16E S24 SW NE,424400
Mielke Lake,Vilas,26.8,34,T40N R7E S28 NW NE,1004500
Mildred Lake,Oneida,167.52,45,T37N R8E S20 SW SE,1004600
Miles Lake,Price,35.69,30,T40N R3E S2 NW NW,2271100
Miles Lake,Washburn,63.02,19,T42N R12W S3 NW SW,2482200
Mill Lake,Vilas,125.06,8,T43N R10E S33 SW SW,1630600
Mill Lake,Walworth,249.78,57,T4N R16E S36 NW SE,755600
Mill Pond,Sheboygan,7,11,T15N R20E S1 SE NE,55600
Mill Pond Lake,Bayfield,53.05,5,T45N R7W S32 SE SE,2899700
Mill Pond Lake,Bayfield,79.49,17,T47N R8W S7 SW NW,2876000
Miller Lake,Oconto,14.2,20,T32N R15E S21 SE NW,424500
Miller Lake,Washburn,32.01,29,T37N R12W S1 NE SE,2482400
Miller Lake,Chippewa,10.34,19,T32N R7W S22 SW SW,2185800
Mills Lake,Douglas,5.57,5,T45N R11W S5 SE SE,2768400
Miner Lake,Waupaca,38.82,52,T21N R11E S4 NE SE,264800
Mineral Lake,Ashland,227.05,29,T44N R4W S11 SE SW,2916900
Minister Lake,Portage,16.73,15,T24N R10E S22 NE SW,192800
Minnow Lake,Burnett,56.32,50,T40N R16W S11 NE NE,2482900
Minnow Lake,Price,9.47,30,T37N R1E S7 NW SW,1866700
Minocqua Lake,Oneida,1339.43,60,T39N R6E S15 SE NE,1542400
Minong Flowage,Douglas,1587.36,21,T42N R13W S13 NE SW,2692900
Minong Flowage,Washburn,1587.36,21,T42N R13W S13 NE SW,2692900
Mirror Lake,Waupaca,13.94,43,T22N R12E S30 SE NE,258700
Mirror Lake,Douglas,24.2,6,T45N R10W S26 NE NW,2483000
Mirror Lake,Buffalo,18.93,7,T24N R11W S12 SW SW,1820900
Mirror Lake,Sauk,139.03,19,T13N R6E S21 SW SW,1296000
Mirror Lake,Sawyer,39.41,27,T41N R7W S7 NW SE,1866900
Mirror Lake,Dunn,6.56,13,T29N R11W S16 NW NE,2082600
Mission Lake,Shawano,25.02,44,T28N R14E S26 SE NW,192900
Mission Lake,Marathon,104.44,26,T27N R9E S36 NE SW,1005400
Mitchell Park Pond,Milwaukee,2.87,6,T7N R22E S31 NW SW,10500
Moccasin Lake,Langlade,113.28,38,T34N R10E S8 SE NW,1005600
Moccasin Lake,Vilas,94.23,31,T42N R9E S11 NE SW,1005700
Moccasin Lake,Oneida,87.91,19,T38N R11E S9 NW NW,1612100
Moelter Lake,Walworth,1.47,3,T2N R18E S28 NW SW,3000626
Moen Lake,Oneida,460.85,11,T37N R9E S25 NE SE,1573800
Monday Lake,Washburn,91.71,25,T37N R11W S31 NW SE,1867300
Mondeaux Flowage,Taylor,411.27,10,T33N R1W S24 NW NW,2193300
Monroe County Flowage,Monroe,513.43,8,T19N R1E S33 SE SE,1326600
Montana Lake,Oconto,143.3,28,T30N R20E S30 NE NW,518300
Montana Lake,Marinette,143.3,28,T30N R20E S30 NE NW,518300
Montello Cutoff,Marquette,16.16,15,T15N R10E S22 SE SW,163900
Monterey Millpond,Waukesha,17.43,8,T8N R17E S9 SW NW,854100
Montgomery Lake,Kenosha,61.51,23,T1N R20E S12 SW SE,738200
Moon Lake,Bayfield,40.58,20,T47N R8W S18 NE SE,2768900
Moon Lake,Marquette,71.17,12,T15N R9E S1 SE SE,101700
Moon Lake,Vilas,130.53,38,T40N R8E S25 SE NW,1005800
Moon Lake,Shawano,6.45,13,T28N R14E S27 SE NW,328100
Moon Lake,Chippewa,13.28,16,T31N R8W S15 NW NW,1867500
Moose Lake,Sawyer,1558.98,21,T41N R6W S14 NE SE,2420600
Moose Lake,Langlade,113.11,20,T30N R12E S22 NW NW,337600
Moose Lake,Douglas,12.6,7,T45N R12W S6 NW NW,2740100
Moose Lake,Iron,250.4,12,T43N R2E S2 SW SW,2299300
Moose Lake,Waukesha,83.24,61,T8N R18E S19 SE SE,778400
Moquah Lake,Ashland,64.52,8,T44N R4W S33 NE SE,2918200
Moraine Lake,Lincoln,8.76,46,T34N R8E S22 SE NE,1005900
Morgan Lake,Florence,43.73,10,T38N R16E S18 NW SE,589400
Moshawquit Lake,Menominee,301.25,30,T28N R16E S13 SW SE,454200
Mosquito Lake,Oconto,7.47,15,T33N R15E S9 NE NW,465600
Moss Lake,Marathon,21.71,16,T26N R10E S34 NW SW,193000
Motyka Lake,Bayfield,11.97,8,T44N R7W S32 SW SW,2483600
Mounds Pond,Saint Croix,47.18,37,T29N R19W S2 SE NW,2607800
Muck Lake,Douglas,19.6,4,T43N R12W S35 NE SE,2694800
Mud Hen Lake,Burnett,569.31,66,T38N R17W S17 NE SW,2649500
Mud Lake,Washington,6.82,10,T9N R19E S25 NE NW,778800
Mud Lake,Marathon,69.25,17,T28N R10E S9 SE NW,193800
Mud Lake,Price,42.23,5,T38N R3E S5 SE NW,1867900
Mud Lake,Kenosha,19.08,15,T1N R21E S32 NE SW,734500
Mud Lake,Douglas,81.02,5,T44N R10W S12 NW NE,2484700
Mud Lake,Ozaukee,148.01,4,T11N R21E S31 NE SW,22100
Mud Lake,Washburn,53.07,4,T40N R10W S21 NW NW,2484200
Mud Lake,Dodge,116.8,35,T9N R14E S19 SE NE,831500
Mud Lake,Fond du Lac,47.65,17,T14N R19E S28 NE SW,43700
Mud Lake,Polk,96.22,7,T34N R17W S33 SE SE,2619100
Mud Lake,Chippewa,23.36,15,T31N R8W S8 NE SE,2171800
Mud Lake,Barron,331.92,15,T33N R10W S7 SE SE,2094600
Mud Lake,Jefferson,83.52,22,T7N R13E S26 NE NW,830800
Mud Lake,Washburn,48.97,4,T42N R13W S7 SE NE,2484500
Mud Lake,Sawyer,463.62,15,T41N R7W S33 NE NE,2434800
Mud Lake,Taylor,30.48,18,T32N R2W S36 SW NW,2165400
Mud Lake,Sawyer,6.75,15,T40N R5W S2 SE NE,1868300
Mud Lake,Price,21.55,8,T40N R1W S17 SW NE,2283800
Mud Lake,Vilas,13.06,41,T43N R7E S27 NE SW,2769500
Mud Lake,Douglas,47.85,3,T46N R14W S14 SW SE,2858000
Mud Lake,Chippewa,18.68,15,T30N R8W S24 SE SW,2174400
Mud Lake,Washburn,126.18,13,T38N R10W S19 SW SE,2107700
Mud Lake,Oneida,116.34,9,T38N R11E S16 NW SW,1612500
Mud Lake,Oneida,40.84,26,T38N R7E S8 NW SW,1544000
Mud Lake,Ashland,9.3,15,T43N R4W S20 NE NE,2430500
Mud Lake,Taylor,6.94,32,T30N R4W S28 NE SE,2157200
Mud Lake,Dane,33.26,7.5,T7N R12E S2 SW NW,810700
Mud Lake Number One,Forest,6.2,5,T35N R15E S30 NW NW,425000
Mud Lake Number Two,Forest,5.83,5,T35N R15E S29 SW NE,425100
Mueller Lake,Washington,12.37,33,T10N R19E S6 NE SE,778900
Mueller Lake,Langlade,79.37,34,T31N R12E S15 SW SW,194000
Mukwonago Lake,Sawyer,1.69,10,T41N R6W S5 NE SW,1868400
Mulhern Lake,Marquette,29.03,32,T14N R10E S31 NE SW,104300
Mullenhoff Lake,Bayfield,68.22,17,T47N R8W S20 SW NW,2876500
Mulligan Lake,Douglas,73.77,4,T43N R11W S14 SE NE,2700200
Munger Lake,Oconto,89.15,19,T33N R16E S21 NE NE,470900
Murphy Flowage,Rusk,173.1,14,T36N R9W S29 NE SW,2110900
Murphy Lake,Vilas,84.53,52,T44N R6E S29 SE NW,2769700
Murray Lake,Douglas,38.17,14,T45N R10W S24 NW NE,2485000
Muskellunge Lake,Bayfield,43.36,35,T46N R8W S4 NE NW,2903600
Muskellunge Lake,Oneida,286.76,24,T38N R8E S3 SE SE,1595600
Muskellunge Lake,Ashland,20.85,8,T42N R3W S13 NE SW,2405900
Muskellunge Lake,Vilas,269.87,19,T40N R9E S17 NE NE,1596600
Muskellunge Lake,Lincoln,159.71,26,T35N R6E S13 NW NW,1555500
Muskellunge Lake,Oneida,21.36,8,T36N R4E S2 SE NE,1550300
Muskie Lake,Oneida,45.67,40,T37N R7E S5 NW NE,1524300
Muskie Springs Lake,Bayfield,20.88,10,T43N R5W S34 NE NE,2426600
Muskrat Lake,Douglas,23.12,6,T45N R11W S33 NW NW,2744600
Musser Flowage,Price,503.45,15,T38N R2E S31 NW NW,2245100
Myklebust Lake,Waupaca,20.28,37,T23N R11E S2 SW SE,278100
Mystery Lake,Bayfield,11.05,15,T46N R7W S6 NE NE,2769800
Mystery Lake,Burnett,23.31,51,T40N R14W S11 SE SE,2485400
Nagawicka Lake,Waukesha,980.92,90,T7N R18E S17 SW SW,828000
Namekagon Lake,Bayfield,2896.94,51,T43N R6W S8 NW SE,2732600
Nebish Lake,Vilas,93.03,52,T41N R7E S11 NW NE,1869700
Neenah Lake,Marquette,54.06,14,T15N R8E S17 NW SE,178000
Nelligan Lake,Oconto,48.09,23,T32N R17E S27 SE NE,425300
Nelson Lake,Bayfield,19.77,30,T45N R7W S18 NE SE,2770000
Nelson Lake,Vilas,28.59,48,T42N R6E S31 SW SW,1869900
Nelson Lake,Sawyer,2715.93,33,T42N R9W S20 SE SE,2704200
Nelsonville Pond,Portage,33.48,6,T23N R10E S5 SE NW,268600
Neosho Mill Pond,Dodge,175.96,6,T10N R17E S29 NW NW,856800
Nepco Lake,Wood,496.08,29,T22N R6E S31 SW NW,1389800
Neshkoro Millpond,Waushara,208.45,9,T17N R11E S8 NE SW,149800
Neshkoro Millpond,Marquette,208.45,9,T17N R11E S8 NE SW,149800
Neshonoc Lake,La Crosse,606.49,11,T17N R6W S27 SE SE,1653500
Nessling Lake,Waupaca,9,55,T22N R11E S34 SW NE,265200
Nettie B Lake,Price,38.85,10,T40N R3E S8 SW NW,1870100
New Fane Millpond,Fond du Lac,6.69,5,T13N R19E S35 NE NW,37200
New Lisbon Lake,Juneau,122,15.2,T16N R3E S8 SE SW,1306000
New Richmond Flowage,Saint Croix,19.9,15,T31N R18W S36 SW SE,2608800
Newman Lake,Price,90.35,45,T40N R3E S7 NW SE,1870200
Newman Lake,Price,90.35,45,T40N R3E S7 NW SE,1870200
Newton Lake,Marinette,69.21,40,T33N R19E S3 NW NW,498800
Nicaboyne Lake,Burnett,289.45,34,T41N R14W S35 SW SE,2486100
Nice Lake,Washburn,134.98,11,T37N R10W S15 NW SW,1870300
Nichols Lake,Price,21.38,5,T39N R1E S35 SW SW,2243400
Nick Lake,Washburn,51.19,79,T37N R10W S3 NW NW,1870500
No Mans Lake,Washburn,63.13,23,T42N R13W S18 SW NW,2486300
No Mans Lake,Burnett,63.13,23,T42N R13W S18 SW NW,2486300
Noble Lake,Sawyer,13.39,25,T42N R5W S10 NE NW,1870800
Nona Lake,Taylor,5.86,20,T31N R2W S4 SW SE,2162200
Norby Lake,Waupaca,26.59,54,T23N R11E S1 SW NE,194600
Norrie Lake,Marathon,95.88,19,T28N R10E S23 SW SW,310100
North Emmons Lake,Waupaca,1.17,22,T21N R11E S5 SE SW,261600
North Harper Lake,Taylor,54.53,35,T33N R2E S2 SW SE,2204000
North Lake,Burnett,29.94,22,T40N R15W S31 NW SW,2676100
North Lake,Waupaca,71.5,33,T24N R11E S11 NW SE,279400
North Lake,Walworth,254.94,11,T3N R16E S5 SE NW,741200
North Lake,Barron,82.74,21,T35N R14W S9 SW SE,2630800
North Lake,Sawyer,132.16,30,T42N R7W S14 SW NW,2436000
North Lake,Florence,59.18,75,T40N R19E S33 NW SW,703000
North Lake,Waukesha,440.45,78.4,T8N R18E S17 SE SW,850800
North Neva Lake,Langlade,17.81,24,T32N R11E S10 NE SW,1007200
North Nokomis Lake,Oneida,469.53,73,T39N R8E S26 SW NW,1595800
North Shattuck Lake,Chippewa,39.13,59,T32N R9W S25 SE NE,1869300
North Spirit Lake,Taylor,224.35,22,T34N R3E S32 SW NW,1515200
North Spirit Lake,Price,224.35,22,T34N R3E S32 SW NW,1515200
North Turtle Lake,Vilas,359.15,58,T43N R5E S5 SE SE,2310400
North Twin Lake,Taylor,32.58,60,T32N R1W S1 SE NW,2194600
North Twin Lake,Polk,129.13,27,T33N R16W S29 SE SE,2623900
"North Twin Lake, Twin Lakes",Washburn,98.31,20,T41N R13W S2 NE NE,2485900
North Two Lakes,Oneida,149.72,47,T38N R7E S15 NW SW,1007500
North of North Shattuck Lake,Chippewa,13.92,39,T32N R9W S25 NE SE,1871100
Northeast Lake,Bayfield,88.4,50,T44N R7W S26 NE NW,2486500
Norwegian Lake,Waushara,55.6,43,T19N R11E S5 SE SE,247200
Norwood Lake,Vilas,115.93,50,T42N R12E S20 NE NE,1008100
Nose Lake,Oneida,42.52,16,T36N R7E S23 NE NE,1008200
Number Four Lake,Chippewa,.9,20,T32N R8W S4 SE SW,2353100
Number One Lake,Chippewa,6.99,16,T31N R8W S2 NW NW,1870700
Number One Lake,Chippewa,1.92,21,T32N R8W S9 NE SW,2352800
Number Three Lake,Chippewa,2.87,32,T32N R8W S9 NE NW,2353000
Number Two Lake,Chippewa,1.61,22,T32N R8W S9 NE SW,2352900
Nut Lake,Chippewa,7.38,9,T31N R7W S6 NE SE,1871200
Nymphia Lake,Bayfield,12.2,40,T45N R7W S14 NW NE,2770300
Oak Creek Parkway Pond,Milwaukee,4.02,8,T5N R22E S11 NE NE,14700
Oak Lake,Burnett,182.89,19,T40N R14W S20 SW NE,2486600
Oak Lake,Washburn,93.07,6,T41N R13W S19 SE NE,2486700
Oakwood Lake (U Merrillan Pond),Jackson,14.93,13,T23N R4W S26 NW NW,1713200
Oconomowoc Lake,Waukesha,818.24,60,T7N R17E S3 NE NW,849600
Oconto Falls Pond,Oconto,179.94,28,T28N R19E S26 NE NE,449300
Odd Lake,Chippewa,1.54,28,T31N R8W S13 NW NE,2179660
Ogdensburg Pond,Waupaca,64.64,9,T23N R12E S22 SW NE,273800
Ogema Millpond,Price,16.16,9,T34N R1E S12 SE SE,2205600
Okauchee Lake,Waukesha,1210.25,90,T8N R17E S35 SE NW,850300
Old Abe Lake,Chippewa,470.17,36,T30N R7W S20 SW SW,2174700
Old Taylor Lake,Waupaca,42.47,17,T22N R11E S36 NE NW,195000
Ole Lake,Sawyer,87.53,30,T42N R6W S30 SW SE,2419000
Oliver Lakes,Chippewa,15.06,31,T31N R8W S24 SE NW,2178100
Oliver Lakes,Chippewa,5.4,54,T31N R8W S23 SE SE,2178300
Oliver Lakes,Chippewa,4.22,77,T31N R8W S24 SW SW,2178200
One Mile Lake,Douglas,20.02,4,T43N R12W S12 NE NW,2487300
Oneida Lake,Oneida,255.15,34,T36N R7E S8 NE NE,1518200
Oneonta Lake,Marinette,67.61,24,T37N R17E S6 NW SE,503300
Onimish Lake,Forest,5.37,15,T40N R14E S8 NW SW,590300
Onland Lake,Portage,47.79,28,T24N R10E S27 SW SE,195100
Orienta Flowage,Bayfield,118.18,32,T49N R9W S10 NW NE,2872200
Oscar-Jenny Lake,Oneida,100.81,24,T36N R7E S7 NW SW,1009100
Osprey Lake,Sawyer,213.87,32,T40N R8W S1 SW SE,2395100
Ottawa Lake,Waukesha,16.98,16,T6N R17E S34 NW SW,822200
Otter Lake,Langlade,84.11,27,T34N R10E S12 SW SE,387200
Otter Lake,Forest,83.39,20,T34N R16E S8 SW SE,549400
Otter Lake,Waupaca,15.23,40,T22N R11E S34 NE NE,265700
Otter Lake,Vilas,173.8,30,T40N R10E S15 SE NW,1600100
Otter Lake (Brown),Chippewa,601.54,43,T30N R5W S11 SE SW,2157000
Ottman Lake,Waupaca,13.29,15,T22N R11E S33 SW NE,264500
Owl Lake,Iron,125.33,49,T44N R4E S22 NE SE,2307600
Owl Lake,Burnett,136.98,27,T38N R15W S6 NW NW,2656000
Oxbow Lake,Vilas,523.15,44,T43N R6E S12 NE NE,2954800
Paasch Lake,Kenosha,21.06,20,T1N R21E S29 SW NW,735600
Pacwawong Lake,Sawyer,147.9,6,T42N R8W S3 SE NE,2728700
Pacwawong Spring,Sawyer,15.17,14,T42N R8W S11 NW NW,2728900
Paddock Lake,Kenosha,128,32,T1N R20E S2 SE SW,737900
Pallette Lake,Vilas,180.28,60,T41N R7E S3 NE NW,1872100
Palmer Lake,Vilas,644.07,13,T43N R8E S16 NW SE,2962900
Papoose Lake,Vilas,422.39,65,T43N R5E S25 NE NW,2328700
Paradise Lake,Oneida,81.37,48,T39N R8E S13 SE SW,1009400
Paradise Lake,Douglas,21.6,4,T45N R10W S22 NE SE,2487700
Park Lake,Columbia,329.52,27,T12N R10E S3 NW SE,180300
Parker Lake,Adams,56.57,36,T15N R7E S14 SW SW,106500
Partridge Crop Lake,Waupaca,276.01,8,T22N R14E S31 NW NW,272000
Partridge Crop Lake,Sawyer,45.62,5,T42N R5W S28 SW SE,2424600
Partridge Lake,Waupaca,1184.94,4,T21N R13E S25 NW SW,253800
Partridge Lake,Vilas,235.24,19,T42N R8E S32 NE NE,2341500
Patrick Lake,Adams,38.83,21,T16N R7E S9 NE SE,106600
Patsy Lake,Bayfield,4.65,13,T47N R7W S20 NE NW,2770600
Patten Lake,Florence,254,52,T39N R17E S19 NE SW,653700
Patterson Lake,Price,65.06,34,T40N R2E S1 SE NE,1872500
Pauls Lake,Chippewa,8.78,22,T31N R7W S6 NE SW,1872600
Paulys Lake,Fond du Lac,11.21,7,T16N R19E S25 SW SW,60500
Pauto Lake,Vilas,18.05,52.49,T40N R6E S2 NW NE,1009900
Pavlas Lake,Washburn,44.15,45,T37N R11W S7 NW NW,2488100
Paya Lake,Oconto,105,40,T32N R16E S10 NW NE,425600
Payment Lake,Iron,64.98,18,T43N R4E S21 SW NW,1872700
Payne Lake,Chippewa,3.75,20,T32N R8W S30 NW SW,1872800
Peanut Lake,Forest,4.13,10,T34N R16E S8 NW NW,503400
Pear Lake,Washburn,50.44,32,T41N R13W S16 NW NW,2488200
Pearl Lake,Waushara,101.18,45,T19N R12E S30 SW NE,195400
Pearson Lake,Price,22.11,50,T34N R2E S12 NW NW,1511000
Pecor Lake,Oconto,19.32,28,T30N R18E S36 NE SE,447100
Pelican Lake,Oneida,3544.79,39,T35N R10E S11 SW SE,1579900
Pelican Lake,Sawyer,31.45,16,T39N R3W S25 NE NE,1873100
Pelican Lake,Ashland,14.55,13,T41N R3W S1 NW SW,2404800
Pell Lake,Walworth,109.58,13,T1N R18E S15 SW SE,743600
Pella Pond,Shawano,48.8,13,T26N R14E S9 SE SW,300900
Pence Lake,Langlade,23.21,37,T33N R11E S25 SW SE,1010100
Penny Lake,Portage,10.92,18,T25N R10E S3 SE NW,195500
Pensaukee Lakes,Shawano,108.93,49,T27N R17E S13 NE SW,415000
Peppermill Lake,Adams,52.53,12.5,T15N R7E S15 NE NE,178700
Perch Lake,Sawyer,126.34,24,T40N R5W S35 SE SW,1873600
Perch Lake,Sawyer,12.46,19,T42N R6W S25 SW NE,1873500
Perch Lake,Saint Croix,45.23,63,T30N R19W S28 SW SW,2488300
Perch Lake,Monroe,34.67,10,T17N R4W S24 NW NE,1659900
Perch Lake,Oneida,34.05,56,T39N R11E S7 NE NW,1011100
Perch Lake,Oneida,21.69,21,T36N R7E S2 SE SW,1010800
Perch Lake,Rusk,18.16,40,T35N R9W S1 NE NE,2368500
Perch Lake,Bayfield,68.89,77,T45N R7W S5 SE SW,2770700
Perry Lake,Bayfield,49.38,25,T43N R7W S17 NE NW,2730800
Person Lake,Douglas,174.14,8,T43N R13W S22 SE NE,2488600
Peshtigo Flowage 1086,Marinette,232,15,T30N R23E S19 SE NW,515800
Petenwell Lake,Juneau,23172.9,44,T18N R4E S4 SE NE,1377100
Petenwell Lake,Adams,23172.9,44,T18N R4E S4 SE NE,1377100
Petenwell Lake,Wood,23172.9,44,T18N R4E S4 SE NE,1377100
Peters Lake,Portage,11.18,24,T22N R10E S30 NW SW,195800
Peters Lake,Walworth,57.78,8,T4N R17E S17 NW NE,741400
Peterson Lake,Douglas,30.11,9,T43N R12W S36 SW SW,2488700
Peterson Lake,Burnett,84.89,16,T40N R15W S31 SW SE,2676000
Peterson Lake,Barron,36.54,12,T35N R13W S14 SE NE,2098600
Peufald Lake,Washburn,26.95,28,T38N R10W S34 NE NE,1873900
Peufald Lakes,Washburn,6.18,22,T38N R10W S34 NE SE,1874000
Peufald Lakes,Washburn,14.7,32,T38N R10W S34 NE NW,1874100
Pewaukee Lake,Waukesha,2437.16,45,T7N R19E S9 NW SW,772000
Phantom Lake,Bayfield,45.5,35,T46N R7W S6 SW NE,2771200
Phantom Lake,Waukesha,110.24,29,T5N R18E S34 NE SE,766000
Phipps Flowage,Sawyer,133.73,13,T41N R8W S6 SW SW,2727800
Phipps Spring,Sawyer,39.73,13,T41N R8W S6 NE NE,2728100
Physa Lake,Bayfield,8.59,25,T45N R7W S6 NE NE,2771300
